y,p_positive,p_negative
0,0.50156814,0.49843186
1,0.8426575,0.1573425
0,0.85114443,0.14885557
1,0.9222521,0.07774788
0,0.5856683,0.41433167
1,0.5016625,0.4983375
1,0.65963715,0.34036285
1,0.6134913,0.3865087
0,0.47053966,0.5294603
0,0.49313053,0.50686944
1,0.69191253,0.30808747
0,0.35303944,0.64696056
0,0.61570966,0.38429034
0,0.485281,0.514719
0,0.24679562,0.75320435
1,0.6385617,0.36143827
1,0.5365241,0.46347588
0,0.8280242,0.17197579
1,0.60045797,0.39954203
1,0.4940885,0.50591147
1,0.96302253,0.03697747
1,0.8203289,0.17967111
1,0.721301,0.27869898
1,0.638235,0.36176503
0,0.5919397,0.4080603
0,0.3523268,0.6476732
1,0.7142951,0.2857049
0,0.4596027,0.5403973
1,0.82186425,0.17813575
0,0.5849232,0.4150768
1,0.9140854,0.08591461
1,0.6902953,0.30970472
0,0.68958896,0.31041104
0,0.51151425,0.48848575
1,0.72272563,0.27727437
0,0.4740576,0.5259424
0,0.23313877,0.7668612
1,0.8095651,0.19043487
1,0.9837266,0.01627338
1,0.931532,0.068467975
1,0.93637675,0.06362325
1,0.5171246,0.4828754
1,0.8753836,0.124616385
1,0.6323601,0.3676399
1,0.7379399,0.2620601
1,0.9237363,0.076263726
1,0.65423185,0.34576815
1,0.7777299,0.22227007
1,0.63744813,0.36255187
0,0.3758906,0.6241094
1,0.5666413,0.43335873
0,0.47428647,0.52571356
1,0.54519385,0.45480615
0,0.65220606,0.34779394
0,0.6615231,0.3384769
0,0.29392868,0.7060713
1,0.56866014,0.43133986
1,0.64187396,0.35812604
1,0.62049633,0.37950367
1,0.60207826,0.39792174
1,0.7875042,0.2124958
1,0.5635323,0.4364677
0,0.4527717,0.54722834
0,0.6188208,0.3811792
1,0.6890558,0.3109442
0,0.5124674,0.48753262
1,0.81549335,0.18450665
1,0.66049033,0.33950967
1,0.4380574,0.5619426
0,0.85132766,0.14867234
1,0.7609249,0.23907512
1,0.5166773,0.48332268
1,0.6690165,0.33098352
0,0.4072974,0.5927026
1,0.73067117,0.26932883
1,0.5465278,0.4534722
1,0.93152004,0.068479955
0,0.37239754,0.62760246
1,0.6705016,0.3294984
0,0.8144637,0.18553632
1,0.5779231,0.42207688
0,0.86327773,0.13672227
0,0.7888102,0.2111898
0,0.54240024,0.45759976
1,0.8771681,0.12283188
1,0.6355736,0.36442637
1,0.8331758,0.16682422
1,0.36093614,0.63906384
1,0.50439143,0.49560857
1,0.96603274,0.033967257
0,0.50429285,0.49570715
1,0.73643154,0.26356846
1,0.22014397,0.779856
1,0.41304585,0.5869541
1,0.3375324,0.6624676
1,0.84229594,0.15770406
1,0.652521,0.347479
1,0.7709813,0.22901869
0,0.758042,0.24195802
0,0.6981555,0.30184448
0,0.5328131,0.46718693
1,0.49021843,0.5097816
1,0.8368468,0.16315317
0,0.78266716,0.21733284
1,0.5172522,0.4827478
1,0.7161878,0.28381222
0,0.5027932,0.4972068
1,0.7426905,0.2573095
1,0.9939021,0.006097913
1,0.8348628,0.16513717
1,0.69934165,0.30065835
0,0.64919335,0.35080665
1,0.5283311,0.4716689
0,0.57631147,0.42368853
1,0.49003252,0.50996745
0,0.13761185,0.86238813
1,0.46742868,0.5325713
1,0.49897167,0.5010283
0,0.58577925,0.41422075
1,0.6858658,0.31413418
1,0.64466876,0.35533124
0,0.45824423,0.5417558
1,0.7434354,0.25656462
1,0.40100884,0.59899116
1,0.6350862,0.36491382
1,0.7913374,0.20866263
0,0.45729935,0.54270065
0,0.7992675,0.20073253
0,0.7775193,0.22248071
1,0.54074466,0.45925534
1,0.48343986,0.51656014
1,0.7288996,0.2711004
1,0.8651253,0.1348747
1,0.57880104,0.42119896
0,0.63273764,0.36726236
1,0.60186934,0.39813066
1,0.882014,0.11798602
1,0.97715706,0.022842944
1,0.9042651,0.095734894
1,0.46843258,0.53156745
1,0.8471656,0.15283442
1,0.5398323,0.4601677
1,0.6839946,0.3160054
1,0.61676735,0.38323265
1,0.41668594,0.58331406
1,0.9664687,0.03353131
1,0.8604606,0.13953942
1,0.9098992,0.090100825
1,0.8896554,0.11034459
0,0.6104466,0.38955343
0,0.5596955,0.44030452
1,0.65089357,0.34910643
0,0.6382484,0.36175162
0,0.8420287,0.15797132
1,0.50212806,0.49787194
0,0.6884802,0.3115198
0,0.87830245,0.121697545
1,0.6031636,0.3968364
1,0.7345353,0.26546472
1,0.6202003,0.37979972
1,0.5923221,0.4076779
1,0.74780464,0.25219536
0,0.5285298,0.47147018
1,0.9977798,0.0022202134
0,0.7299247,0.27007532
1,0.94718933,0.05281067
1,0.88301414,0.11698586
0,0.7771268,0.22287321
1,0.47431764,0.52568233
1,0.8846488,0.1153512
1,0.6023735,0.39762652
1,0.8929653,0.10703468
0,0.51075286,0.48924714
0,0.5835961,0.4164039
1,0.68292844,0.31707156
0,0.41855437,0.58144563
1,0.73469335,0.26530665
1,0.8637301,0.13626993
0,0.77189064,0.22810936
1,0.626476,0.373524
1,0.43634933,0.56365067
1,0.9016377,0.09836233
1,0.75293064,0.24706936
1,0.96255434,0.037445664
0,0.5515151,0.4484849
1,0.73513687,0.26486313
1,0.7936239,0.20637608
1,0.79867834,0.20132166
1,0.45783818,0.5421618
1,0.8662897,0.13371032
1,0.97651184,0.023488164
1,0.6740561,0.3259439
1,0.85723287,0.14276713
1,0.4750484,0.5249516
1,0.75931114,0.24068886
1,0.5832938,0.4167062
1,0.78590715,0.21409285
1,0.51744497,0.48255503
1,0.6140706,0.3859294
0,0.6817152,0.3182848
1,0.7246026,0.27539742
0,0.5793027,0.42069727
1,0.92932576,0.07067424
0,0.50270545,0.49729455
1,0.87671965,0.12328035
1,0.33036253,0.66963744
1,0.39509186,0.6049081
0,0.43610048,0.5638995
1,0.767109,0.23289102
0,0.56439066,0.43560934
0,0.5353514,0.4646486
1,0.6372506,0.3627494
1,0.84127593,0.15872407
0,0.57619804,0.42380196
1,0.51448476,0.48551524
1,0.5877671,0.41223288
1,0.6568112,0.34318882
0,0.67211944,0.32788056
1,0.7543706,0.24562937
1,0.45578742,0.5442126
1,0.6881252,0.3118748
1,0.8749514,0.12504858
1,0.3731567,0.62684333
0,0.73934543,0.26065457
1,0.7610414,0.2389586
0,0.5020154,0.4979846
0,0.3951928,0.6048072
0,0.8354282,0.16457182
1,0.75267285,0.24732715
1,0.8106743,0.18932569
1,0.59296525,0.40703475
0,0.3199855,0.6800145
1,0.8201997,0.17980027
1,0.71084845,0.28915155
1,0.5128661,0.48713392
0,0.27601752,0.72398245
1,0.5162858,0.48371422
1,0.5631451,0.4368549
1,0.64495265,0.35504735
1,0.60932946,0.39067054
1,0.33399257,0.6660074
0,0.65545684,0.34454316
1,0.51044786,0.48955214
1,0.29347473,0.70652527
0,0.5361451,0.4638549
1,0.6399343,0.3600657
0,0.6946987,0.3053013
1,0.759159,0.24084097
0,0.4471447,0.5528553
1,0.8163649,0.18363512
0,0.475265,0.524735
1,0.55911326,0.44088674
1,0.61489314,0.38510686
0,0.44900972,0.5509903
1,0.6548456,0.3451544
1,0.8480194,0.15198058
0,0.49910444,0.50089556
1,0.8572434,0.14275658
1,0.6108802,0.3891198
1,0.7840385,0.21596152
1,0.9256285,0.07437152
1,0.846771,0.153229
1,0.79722786,0.20277214
1,0.7086763,0.29132372
0,0.4150652,0.58493483
0,0.53742874,0.46257126
0,0.6108625,0.3891375
0,0.63511324,0.36488676
1,0.5673541,0.43264592
0,0.5676216,0.4323784
1,0.7839365,0.2160635
1,0.48135763,0.51864237
1,0.49178323,0.50821674
1,0.8382258,0.16177422
0,0.7312894,0.2687106
1,0.5025595,0.49744052
0,0.50359267,0.49640733
1,0.979037,0.020963013
0,0.6266778,0.3733222
0,0.7787024,0.22129762
1,0.77292264,0.22707736
1,0.76004416,0.23995584
0,0.6980291,0.3019709
0,0.44985983,0.55014014
1,0.8072893,0.1927107
1,0.669843,0.33015698
1,0.9592419,0.040758073
1,0.5038009,0.49619907
1,0.923852,0.07614797
1,0.5597579,0.4402421
1,0.8704416,0.12955838
0,0.5896375,0.41036248
1,0.89530206,0.10469794
1,0.86616135,0.13383865
0,0.43578994,0.56421006
0,0.5851521,0.4148479
1,0.49652022,0.5034798
1,0.6133833,0.3866167
0,0.31350136,0.68649864
1,0.8073401,0.19265991
1,0.97690046,0.023099542
1,0.7727221,0.22727787
1,0.72655624,0.27344376
1,0.6924652,0.3075348
1,0.8328351,0.16716492
1,0.5018523,0.49814773
0,0.5041834,0.4958166
0,0.6847891,0.31521088
0,0.6829773,0.31702268
0,0.6745181,0.3254819
1,0.6898066,0.31019342
0,0.71223503,0.28776497
0,0.60209966,0.39790034
0,0.5927868,0.4072132
1,0.9300048,0.069995224
1,0.73174554,0.26825446
0,0.4097773,0.5902227
1,0.725562,0.27443802
1,0.8321677,0.16783231
0,0.5284883,0.47151172
1,0.67721206,0.32278794
1,0.5197306,0.48026937
0,0.28942275,0.71057725
0,0.6412504,0.35874963
0,0.7590433,0.24095672
1,0.84586906,0.15413094
1,0.8951619,0.10483807
0,0.6073568,0.3926432
0,0.45213348,0.5478665
1,0.71100295,0.28899705
1,0.5022071,0.4977929
1,0.91207916,0.087920845
0,0.5139956,0.4860044
1,0.57581574,0.42418426
1,0.8494089,0.15059108
1,0.37716988,0.62283015
1,0.8420449,0.15795511
0,0.9553383,0.0446617
1,0.6424285,0.35757148
0,0.6208356,0.3791644
1,0.7386368,0.2613632
0,0.54051566,0.45948434
1,0.72647566,0.27352434
1,0.8372832,0.1627168
0,0.44139874,0.55860126
1,0.92273724,0.07726276
1,0.4792528,0.5207472
1,0.82454044,0.17545956
1,0.9675521,0.032447875
0,0.4727341,0.5272659
1,0.5470037,0.4529963
0,0.8708833,0.12911671
0,0.22577527,0.77422476
0,0.5245282,0.4754718
0,0.3910022,0.6089978
1,0.5376093,0.46239072
0,0.82199967,0.17800033
0,0.21157828,0.78842175
1,0.46792653,0.5320735
1,0.70109004,0.29890996
1,0.61825037,0.38174963
1,0.992077,0.007923007
1,0.17559938,0.8244006
1,0.81382227,0.18617773
1,0.8317589,0.16824108
1,0.60922277,0.39077723
0,0.38365385,0.6163461
0,0.5506926,0.44930738
1,0.5163304,0.48366958
1,0.61304355,0.38695645
1,0.8080325,0.19196749
1,0.662435,0.337565
1,0.9268549,0.07314509
1,0.56847084,0.43152916
0,0.6571798,0.34282023
1,0.832063,0.16793698
1,0.551774,0.44822598
1,0.2816877,0.71831226
0,0.87060815,0.12939185
1,0.7254571,0.27454293
1,0.57077366,0.42922634
1,0.75462747,0.24537253
1,0.52861154,0.47138846
1,0.76218206,0.23781794
1,0.77448,0.22552001
1,0.95761055,0.042389452
0,0.5677131,0.43228692
1,0.99589217,0.004107833
0,0.68852437,0.31147563
1,0.3701447,0.6298553
1,0.75234705,0.24765295
1,0.49651846,0.5034815
1,0.9143931,0.08560687
1,0.6541262,0.34587377
1,0.59074724,0.40925276
0,0.8093626,0.19063741
1,0.70268834,0.29731166
1,0.6740627,0.32593727
0,0.5222533,0.47774673
0,0.4898326,0.51016736
1,0.36600578,0.6339942
1,0.5095756,0.4904244
1,0.99793494,0.0020650625
1,0.50810224,0.49189776
0,0.40165368,0.59834635
0,0.5524423,0.4475577
0,0.80218005,0.19781995
1,0.44355735,0.5564426
1,0.5691725,0.4308275
1,0.553825,0.44617498
1,0.6989228,0.3010772
0,0.7228525,0.27714747
1,0.64924854,0.35075146
1,0.83096755,0.16903245
1,0.8707408,0.12925923
1,0.6056238,0.39437622
1,0.88728726,0.11271274
1,0.6079897,0.39201027
1,0.76881313,0.23118687
0,0.53157485,0.46842515
1,0.821573,0.17842698
0,0.6636262,0.3363738
0,0.648134,0.351866
1,0.8937597,0.10624027
0,0.69934523,0.30065477
0,0.61624837,0.38375163
1,0.7026221,0.29737788
0,0.7668275,0.23317248
1,0.5799154,0.4200846
0,0.4331424,0.5668576
1,0.52608246,0.47391754
1,0.9741081,0.0258919
1,0.7904912,0.20950878
0,0.6386455,0.36135447
1,0.9602017,0.03979832
1,0.621402,0.37859797
1,0.71128666,0.28871334
1,0.66756266,0.33243734
0,0.6688729,0.3311271
1,0.713445,0.286555
0,0.70288855,0.29711145
1,0.5053422,0.4946578
1,0.9416093,0.058390677
0,0.46242964,0.53757036
1,0.32820052,0.6717995
1,0.4490153,0.55098474
1,0.76054734,0.23945266
0,0.4158196,0.5841804
1,0.49580935,0.5041907
1,0.71247286,0.28752714
1,0.5949186,0.4050814
0,0.13316536,0.86683464
0,0.7249717,0.2750283
1,0.6383654,0.3616346
1,0.7170167,0.2829833
0,0.48115885,0.51884115
0,0.6143393,0.3856607
1,0.7182834,0.2817166
0,0.50726235,0.49273765
0,0.70442235,0.29557765
0,0.8663261,0.1336739
1,0.5637979,0.4362021
0,0.4819624,0.51803756
1,0.9460028,0.05399722
1,0.49677962,0.5032204
1,0.82780576,0.17219424
0,0.53257906,0.46742094
1,0.4451276,0.5548724
0,0.6539346,0.3460654
1,0.47351596,0.526484
1,0.55344003,0.44655997
0,0.4339326,0.5660674
1,0.960076,0.039924026
1,0.71692157,0.28307843
1,0.5115122,0.48848778
0,0.9341112,0.06588882
1,0.42989025,0.5701097
0,0.56441003,0.43558997
0,0.6387519,0.36124808
0,0.51792234,0.48207766
1,0.6563605,0.3436395
1,0.9281063,0.07189369
1,0.7417702,0.2582298
0,0.78026694,0.21973306
0,0.5251826,0.4748174
0,0.32482,0.67517996
1,0.6072014,0.3927986
1,0.3684508,0.63154924
1,0.8321327,0.1678673
1,0.5430539,0.45694607
0,0.73681307,0.26318693
1,0.67313194,0.32686806
1,0.72232306,0.27767694
0,0.49174345,0.50825655
1,0.46394765,0.53605235
1,0.48312742,0.5168726
1,0.9429983,0.05700171
0,0.3061337,0.6938663
1,0.9264019,0.07359809
1,0.76703024,0.23296976
0,0.7753526,0.2246474
0,0.5321153,0.46788472
1,0.9800268,0.019973218
1,0.49146938,0.5085306
0,0.28336516,0.71663487
0,0.41589257,0.5841074
1,0.832298,0.16770202
0,0.70892143,0.29107857
1,0.9020249,0.097975075
0,0.5797561,0.42024392
1,0.72444624,0.27555376
1,0.94619155,0.05380845
1,0.7179179,0.28208208
1,0.5346162,0.46538383
1,0.9955853,0.0044146776
1,0.5158591,0.48414087
1,0.6783658,0.32163417
0,0.6183548,0.3816452
1,0.6385663,0.36143368
1,0.5555727,0.4444273
1,0.6426373,0.3573627
1,0.6073777,0.3926223
1,0.99946815,0.00053185225
1,0.9639571,0.03604293
0,0.573406,0.42659402
0,0.68259376,0.31740624
0,0.87077,0.12923002
1,0.7364973,0.26350272
1,0.5415692,0.45843083
1,0.5147244,0.48527563
1,0.64839345,0.35160655
1,0.5842545,0.4157455
0,0.60200477,0.39799523
1,0.9992435,0.00075650215
0,0.5956162,0.40438378
1,0.7354226,0.2645774
1,0.98271435,0.017285645
1,0.55968696,0.44031304
0,0.5574566,0.4425434
1,0.74759626,0.25240374
0,0.32227167,0.6777283
1,0.70893115,0.29106885
0,0.4810162,0.51898384
0,0.42184213,0.5781579
1,0.76986337,0.23013663
1,0.4905664,0.5094336
1,0.5961146,0.40388542
1,0.9960033,0.0039966702
1,0.7956698,0.2043302
1,0.8788346,0.121165395
1,0.9805319,0.019468129
1,0.59535927,0.40464073
1,0.976392,0.023608029
0,0.55671906,0.44328094
1,0.8637168,0.13628322
1,0.5739548,0.42604518
1,0.7522067,0.24779332
0,0.79555976,0.20444024
1,0.6802676,0.31973243
1,0.62305593,0.37694407
0,0.41235948,0.5876405
0,0.56384385,0.43615615
0,0.32152894,0.6784711
0,0.5238429,0.47615713
1,0.89733434,0.10266566
1,0.5943621,0.40563792
1,0.4120496,0.5879504
1,0.7099519,0.29004812
1,0.41093123,0.5890688
0,0.52501553,0.47498447
1,0.7174411,0.28255892
1,0.9873912,0.012608826
0,0.8687042,0.1312958
1,0.64773303,0.35226697
0,0.6698014,0.3301986
0,0.65467924,0.34532076
1,0.61325103,0.38674897
1,0.6644134,0.3355866
1,0.6566178,0.34338218
1,0.9714546,0.02854538
1,0.65543294,0.34456706
0,0.52270603,0.47729397
1,0.9426025,0.057397485
1,0.6309005,0.3690995
1,0.8711111,0.1288889
1,0.30792144,0.6920786
1,0.6361822,0.3638178
1,0.3374271,0.66257286
1,0.8133001,0.18669993
1,0.49827504,0.50172496
1,0.58945084,0.41054916
1,0.46732995,0.53267
0,0.3369094,0.6630906
1,0.7823033,0.21769673
1,0.6806633,0.3193367
1,0.53978693,0.46021307
1,0.88808393,0.111916065
1,0.7813401,0.21865988
1,0.78459203,0.21540797
0,0.53615636,0.46384364
1,0.90180635,0.098193645
0,0.79757535,0.20242465
0,0.64266,0.35733998
1,0.97443616,0.025563836
1,0.88905156,0.11094844
0,0.70195985,0.29804015
1,0.7873401,0.2126599
1,0.5156317,0.48436832
1,0.7924477,0.20755231
0,0.56412035,0.43587965
1,0.61643845,0.38356155
1,0.7162334,0.28376663
1,0.7257337,0.2742663
1,0.5459903,0.4540097
1,0.60578525,0.39421475
0,0.11649516,0.88350487
0,0.514217,0.48578298
1,0.9976292,0.0023707747
0,0.5485693,0.45143068
1,0.8298636,0.17013639
0,0.46365362,0.5363464
0,0.83465797,0.16534203
1,0.94891405,0.05108595
0,0.55055356,0.44944644
0,0.81208134,0.18791866
1,0.84600395,0.15399605
0,0.49973956,0.5002605
1,0.8943318,0.10566819
1,0.80037904,0.19962096
1,0.70675766,0.29324234
1,0.5746818,0.42531818
1,0.61602813,0.38397187
0,0.47401917,0.52598083
1,0.46466744,0.53533256
0,0.43146667,0.5685333
1,0.7850289,0.21497113
0,0.23880428,0.7611957
1,0.7978665,0.20213348
1,0.55085224,0.44914776
1,0.5076084,0.4923916
1,0.614347,0.38565302
1,0.7449704,0.25502962
1,0.754173,0.24582702
1,0.5711224,0.4288776
1,0.6092454,0.39075458
1,0.67321825,0.32678175
1,0.87151444,0.12848556
0,0.37685058,0.6231494
1,0.72270143,0.27729857
1,0.854993,0.14500701
1,0.8151546,0.18484539
1,0.60457355,0.39542645
0,0.32108003,0.67892
0,0.61315674,0.38684326
0,0.6863315,0.3136685
0,0.7736322,0.22636777
1,0.60225874,0.39774126
1,0.88480616,0.115193844
1,0.68992436,0.31007564
0,0.54775673,0.45224327
0,0.64760715,0.35239285
1,0.47668135,0.52331865
1,0.6261903,0.3738097
1,0.747239,0.252761
0,0.4137469,0.5862531
1,0.48665965,0.51334035
1,0.83541715,0.16458285
1,0.99592006,0.004079938
0,0.5306801,0.46931988
0,0.4589873,0.5410127
0,0.422348,0.577652
1,0.66913414,0.33086586
1,0.5909738,0.4090262
1,0.7681286,0.23187143
1,0.7172178,0.2827822
1,0.979078,0.020922005
0,0.6888511,0.31114888
0,0.82982355,0.17017645
1,0.93759334,0.06240666
0,0.7298468,0.27015322
0,0.45835382,0.5416462
1,0.58499235,0.41500765
1,0.50478494,0.49521506
1,0.82837754,0.17162246
1,0.8330376,0.16696239
0,0.5610786,0.4389214
1,0.7189592,0.2810408
0,0.70794976,0.29205024
1,0.89948267,0.10051733
1,0.85204977,0.14795023
0,0.546377,0.453623
1,0.7296661,0.2703339
1,0.9874134,0.012586594
1,0.5522653,0.4477347
0,0.6587675,0.34123248
1,0.8986079,0.10139209
0,0.6163935,0.3836065
0,0.84676033,0.15323967
0,0.65129024,0.34870976
1,0.6055488,0.3944512
1,0.792673,0.20732701
0,0.8064489,0.19355112
1,0.770131,0.22986901
0,0.57442385,0.42557615
1,0.43844223,0.56155777
1,0.61293054,0.38706946
1,0.94477606,0.05522394
0,0.19148952,0.8085105
1,0.8371324,0.1628676
1,0.9214235,0.078576505
1,0.70004433,0.29995567
1,0.7504678,0.24953222
1,0.8878165,0.11218351
1,0.5832287,0.4167713
1,0.7770448,0.22295523
0,0.49612707,0.50387293
0,0.4892597,0.5107403
1,0.81244326,0.18755674
1,0.5707614,0.42923862
1,0.7417356,0.25826442
1,0.81426114,0.18573886
0,0.50249386,0.49750614
0,0.75567067,0.24432933
0,0.6247814,0.37521857
0,0.47423446,0.52576554
0,0.5726118,0.4273882
0,0.8450801,0.15491992
1,0.48668525,0.5133147
0,0.34647715,0.65352285
1,0.56262696,0.43737304
1,0.47019696,0.52980304
1,0.7336822,0.26631778
0,0.8232722,0.17672777
1,0.7022392,0.29776078
0,0.65853155,0.34146845
0,0.5054991,0.49450088
1,0.7260572,0.27394283
1,0.56561995,0.43438005
0,0.77423865,0.22576135
0,0.60358936,0.39641064
0,0.9280717,0.07192832
1,0.70019156,0.29980844
0,0.54819036,0.45180964
1,0.61518323,0.38481677
1,0.80930513,0.19069487
0,0.47382125,0.5261787
1,0.5147559,0.4852441
0,0.5602223,0.43977767
1,0.62478477,0.37521523
1,0.89798033,0.10201967
1,0.9504201,0.04957992
0,0.32367375,0.6763263
1,0.73131096,0.26868904
0,0.7147589,0.28524113
0,0.45787385,0.5421262
1,0.6754289,0.32457107
1,0.622858,0.377142
1,0.67775255,0.32224745
1,0.76206315,0.23793685
1,0.8782423,0.121757686
0,0.43673033,0.5632697
1,0.4512006,0.5487994
0,0.4643339,0.5356661
1,0.8924128,0.10758722
1,0.6333088,0.36669117
1,0.7172553,0.2827447
0,0.57497597,0.42502403
1,0.4165306,0.5834694
0,0.8828087,0.117191315
0,0.6333855,0.36661452
0,0.44827616,0.55172384
1,0.8235222,0.17647779
1,0.73805696,0.26194304
0,0.38962442,0.6103756
0,0.35874256,0.6412574
1,0.607452,0.39254802
1,0.7839365,0.2160635
1,0.9574854,0.042514622
1,0.55941576,0.44058424
1,0.63346046,0.36653954
1,0.85314715,0.14685285
0,0.4761679,0.5238321
0,0.6253856,0.37461442
1,0.6339539,0.36604607
1,0.7589067,0.24109328
1,0.9126717,0.087328315
0,0.5736836,0.42631638
1,0.72300106,0.27699894
0,0.14908597,0.850914
1,0.76512706,0.23487294
1,0.9775039,0.022496104
1,0.7328515,0.2671485
1,0.7496485,0.2503515
1,0.72921336,0.27078664
0,0.6840556,0.31594437
0,0.51237935,0.48762065
1,0.76998377,0.23001623
0,0.6073055,0.39269447
1,0.8172253,0.18277472
1,0.8899412,0.110058784
1,0.9310441,0.0689559
1,0.82119274,0.17880726
1,0.62075263,0.37924737
1,0.6909697,0.3090303
1,0.89270675,0.10729325
0,0.60899764,0.39100236
1,0.49412173,0.50587827
1,0.8982514,0.101748586
1,0.5676561,0.4323439
1,0.5863072,0.41369277
1,0.5812422,0.4187578
0,0.54574907,0.45425093
1,0.8709801,0.12901992
0,0.39052403,0.609476
1,0.5575705,0.44242948
1,0.52548385,0.47451615
0,0.6322516,0.36774838
0,0.49164128,0.5083587
1,0.5565755,0.44342452
1,0.726151,0.273849
1,0.66786176,0.33213824
1,0.39943433,0.6005657
0,0.44218037,0.5578196
1,0.87474656,0.12525344
1,0.497203,0.502797
0,0.5663709,0.4336291
0,0.879748,0.12025201
0,0.5092105,0.49078947
1,0.89693576,0.10306424
1,0.54288805,0.45711195
1,0.76078755,0.23921245
1,0.5884869,0.4115131
0,0.5900424,0.4099576
1,0.7843921,0.21560788
1,0.4668596,0.5331404
1,0.38226178,0.61773825
1,0.51617134,0.48382866
1,0.7791286,0.22087139
0,0.38411653,0.61588347
0,0.53901136,0.46098864
1,0.54522896,0.45477104
1,0.5787558,0.4212442
1,0.423134,0.57686603
1,0.9644653,0.03553468
0,0.57819307,0.42180693
1,0.86761236,0.13238764
1,0.5637926,0.4362074
0,0.49838316,0.50161684
1,0.82780087,0.17219913
1,0.69096804,0.30903196
0,0.5881199,0.41188008
1,0.68642455,0.31357545
1,0.79458785,0.20541215
0,0.87722915,0.122770846
0,0.47743133,0.5225687
0,0.40252388,0.5974761
1,0.9257855,0.07421452
1,0.7802139,0.21978611
1,0.6516411,0.34835893
0,0.3738664,0.62613356
0,0.9303458,0.06965423
0,0.70795095,0.29204905
1,0.766843,0.23315698
1,0.5966255,0.4033745
1,0.8035209,0.19647908
0,0.70800513,0.29199487
0,0.40735683,0.59264314
1,0.56142753,0.43857247
0,0.6033245,0.39667553
0,0.64116156,0.35883844
0,0.7730226,0.22697741
1,0.45350716,0.5464928
1,0.75007164,0.24992836
0,0.36066738,0.63933265
1,0.8362898,0.16371018
0,0.7112203,0.28877968
1,0.83641493,0.16358507
0,0.6321828,0.36781722
0,0.6088265,0.39117348
1,0.72251374,0.27748626
1,0.31798348,0.6820165
1,0.69578576,0.30421424
1,0.46684256,0.53315747
1,0.46533713,0.53466284
1,0.73368645,0.26631355
1,0.70010906,0.29989094
0,0.9745755,0.02542448
1,0.9961087,0.0038912892
1,0.84912586,0.15087414
1,0.41771656,0.58228344
0,0.83379376,0.16620624
1,0.93151444,0.06848556
1,0.63938886,0.36061114
1,0.64411837,0.35588163
1,0.5955064,0.40449357
1,0.88256156,0.117438436
1,0.77995247,0.22004753
0,0.7165316,0.28346843
0,0.42996925,0.57003075
1,0.8268479,0.17315209
0,0.49204063,0.50795937
1,0.853706,0.146294
1,0.82539815,0.17460185
1,0.87530774,0.12469226
1,0.78459895,0.21540105
1,0.6763804,0.3236196
1,0.6784952,0.32150477
1,0.6080269,0.39197308
1,0.5431853,0.4568147
0,0.48169276,0.5183072
0,0.39918315,0.60081685
1,0.6876934,0.31230658
0,0.45186576,0.5481342
1,0.71707594,0.28292406
1,0.6062001,0.3937999
0,0.5578906,0.4421094
1,0.7356262,0.26437378
1,0.46618155,0.5338185
0,0.8041182,0.19588178
1,0.6990231,0.30097687
1,0.9120819,0.0879181
1,0.77414244,0.22585756
1,0.8946161,0.10538387
1,0.5596646,0.4403354
1,0.65665954,0.34334046
0,0.74636924,0.25363076
0,0.3030441,0.6969559
0,0.53746474,0.46253526
1,0.7187904,0.2812096
1,0.8787035,0.121296525
1,0.6552268,0.34477317
1,0.6847395,0.31526053
1,0.9575914,0.042408586
1,0.6605685,0.33943152
0,0.6739002,0.3260998
0,0.69811785,0.30188215
1,0.763738,0.23626202
1,0.26230732,0.7376927
1,0.8456326,0.15436739
1,0.514797,0.48520303
0,0.7189228,0.2810772
1,0.88107836,0.11892164
0,0.48901406,0.510986
1,0.6315556,0.36844438
1,0.5562635,0.4437365
0,0.65640527,0.34359473
1,0.7982682,0.2017318
0,0.73076886,0.26923114
1,0.6125807,0.38741928
0,0.30205688,0.6979431
1,0.8592714,0.1407286
1,0.8021048,0.19789523
1,0.6392873,0.3607127
0,0.31559303,0.684407
1,0.8692226,0.13077742
0,0.65966237,0.34033763
1,0.7659328,0.2340672
1,0.61238533,0.38761467
1,0.7837556,0.2162444
1,0.92102385,0.078976154
1,0.58402133,0.41597867
1,0.4504347,0.5495653
0,0.5826389,0.41736108
0,0.50204337,0.49795663
1,0.89834285,0.10165715
1,0.5337806,0.46621943
1,0.7998253,0.20017469
1,0.8617497,0.13825029
0,0.13456473,0.86543524
1,0.72746164,0.27253836
1,0.34250653,0.6574935
0,0.6001495,0.3998505
0,0.65892893,0.34107107
0,0.3409587,0.6590413
1,0.6359828,0.3640172
1,0.41899234,0.58100766
0,0.47370294,0.5262971
1,0.5662927,0.4337073
0,0.4419114,0.5580886
0,0.69791263,0.30208737
1,0.50232595,0.49767405
1,0.9677835,0.03221649
0,0.61818826,0.38181174
0,0.68954957,0.31045043
1,0.6429141,0.35708588
1,0.9656965,0.034303486
1,0.81943065,0.18056935
1,0.6564246,0.34357542
0,0.61530346,0.38469654
1,0.6623699,0.3376301
0,0.5131865,0.4868135
1,0.5920115,0.4079885
0,0.706825,0.29317498
1,0.5919397,0.4080603
0,0.75410783,0.24589217
1,0.65443593,0.34556407
1,0.6963293,0.3036707
0,0.3979229,0.6020771
0,0.62911755,0.37088245
0,0.5626412,0.4373588
1,0.59842634,0.40157366
0,0.6225442,0.37745577
0,0.64277214,0.35722786
1,0.8179027,0.18209732
